id,name,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,name_first,name_last,bio_birthday,bio_gender,id_house_history,name_middle,name_nickname,id_ballotpedia,name_suffix,id_bioguide_previous,id_house_history_alternate,other_names,id_thomas,id_cspan,id_votesmart,id_lis,name_official_full,id_opensecrets,id_fec,id_maplight,leadership_roles,family
B000017,John Bacon,B000017,401022,325,John Bacon (Massachusetts politician),Q1244688,kg:/m/02pnldz,John,Bacon,1738-04-05,M,8794,,,,,,,,,,,,,,,,,
B000018,Mark Bacon,B000018,401023,326,Mark R. Bacon,Q281229,kg:/m/03y489,Mark,Bacon,1852-02-29,M,8795,Reeves,,,,,,,,,,,,,,,,
B000019,Robert Bacon,B000019,401024,327,Robert L. Bacon,Q111588,kg:/m/0d9c2f,Robert,Bacon,1884-07-23,M,8797,Low,,,,,,,,,,,,,,,,
B000020,William Bacon,B000020,401025,328,William J. Bacon,Q8013134,kg:/m/02rky49,William,Bacon,1803-02-18,M,8798,Johnson,,,,,,,,,,,,,,,,
B000021,De Badger,B000021,401026,329,De Witt C. Badger,Q5244858,kg:/m/02rl_jc,De,Badger,1858-08-07,M,8800,Witt Clinton,,,,,,,,,,,,,,,,
B000022,George Badger,B000022,401027,330,George Edmund Badger,Q925084,kg:/m/02kl7n,George,Badger,1795-04-17,M,,Edmund,,,,,,,,,,,,,,,,
B000023,Luther Badger,B000023,401028,331,Luther Badger,Q6705487,kg:/m/02rktkw,Luther,Badger,1785-04-10,M,8802,,,,,,,,,,,,,,,,,
B000024,Robert Badham,B000024,401029,14403,Robert Badham,Q1428544,kg:/m/09yq83,Robert,Badham,09/06/1929,M,8804,Edward,,,,,,,39,,,,,,,,,
B000025,Herman Badillo,B000025,401030,13004,Herman Badillo,Q11862397,kg:/m/03y5l8,Herman,Badillo,21/08/1929,M,8806,,,,,,,,40,,,,,,,,,
B000026,George Baer,B000026,401031,332,George Baer Jr.,Q1203647,kg:/m/09jkw8,George,Baer,,M,8807,,,,Jr.,,,,,,,,,,,,,
B000027,John Baer,B000027,401032,333,John Miller Baer,Q1701102,kg:/m/02rhkf9,John,Baer,1886-03-29,M,8809,Miller,,,,,,,,,,,,,,,,
B000028,Henry Baesler,B000028,401033,29353,Scotty Baesler,Q2261433,kg:/m/05byc4,Henry,Baesler,09/07/1941,M,8811,Scott,Scotty,,,,,,41,,,,,,,,,
B000029,Louis Bafalis,B000029,401034,14003,Skip Bafalis,Q1350106,kg:/m/02pz0hx,Louis,Bafalis,28/09/1929,M,8812,Arthur,Skip,,,,,,42,,,,,,,,,
B000030,Arthur Bagby,B000030,401035,334,Arthur P. Bagby,Q710906,kg:/m/03g2_t,Arthur,Bagby,,M,,Pendleton,,,,,,,,,,,,,,,,
B000031,John Bagby,B000031,401036,335,John C. Bagby,Q6224273,kg:/m/02rkbk5,John,Bagby,1819-01-24,M,8815,Courts,,,,,,,,,,,,,,,,
B000032,George Bagley,B000032,401037,336,George A. Bagley,Q5535918,kg:/m/026gsfw,George,Bagley,1826-07-22,M,8816,Augustus,,,,,,,,,,,,,,,,
B000033,John Bagley,B000033,401038,337,John H. Bagley Jr.,Q3090731,kg:/m/026gsj8,John,Bagley,1832-11-26,M,8817,Holroyd,,,Jr.,,,,,,,,,,,,,
B000034,Alexander Bailey,B000034,401039,338,Alexander H. Bailey,Q4719026,kg:/m/02qpy73,Alexander,Bailey,1817-08-14,M,8818,Hamilton,,,,,,,,,,,,,,,,
B000035,Cleveland Bailey,B000035,401040,339,Cleveland M. Bailey,Q1100770,kg:/m/02rz8z4,Cleveland,Bailey,1886-07-15,M,8820,Monroe,,,,,,,,,,,,,,,,
B000036,David Bailey,B000036,401041,340,David Jackson Bailey,Q1174847,kg:/m/027cn3t,David,Bailey,1812-03-11,M,8821,Jackson,,,,,,,,,,,,,,,,
B000037,Donald Bailey,B000037,401042,14603,Donald A. Bailey,Q5293918,kg:/m/08yz0_,Donald,Bailey,21/07/1945,M,8822,Allen,,,,,,,43,,,,,,,,,
B000038,Goldsmith Bailey,B000038,401043,341,Goldsmith Bailey,Q1422920,kg:/m/02rhh07,Goldsmith,Bailey,1823-07-17,M,8823,Fox,,,,,,,,,,,,,,,,
B000039,James Bailey,B000039,401044,342,James E. Bailey,Q1680314,kg:/m/04kns0,James,Bailey,1822-08-15,M,,Edmund,,,,,,,,,,,,,,,,
B000040,Jeremiah Bailey,B000040,401045,343,Jeremiah Bailey,Q609481,kg:/m/02x3mjm,Jeremiah,Bailey,1773-05-01,M,8825,,,,,,,,,,,,,,,,,
B000041,John Bailey,B000041,401046,344,John Bailey (Massachusetts politician),Q1403743,kg:/m/026m67g,John,Bailey,,M,8826,,,,,,,,,,,,,,,,,
B000042,John Bailey,B000042,401047,345,John Mosher Bailey,Q3460933,kg:/m/03bzzdl,John,Bailey,1838-08-24,M,8827,Mosher,,,,,,,,,,,,,,,,
B000043,Joseph Bailey,B000043,401048,346,Joseph Bailey (congressman),Q6281276,kg:/m/0kt9l9,Joseph,Bailey,1810-03-18,M,8828,,,,,,,,,,,,,,,,,
B000044,Joseph Bailey,B000044,401049,347,Joseph Weldon Bailey,Q433204,kg:/m/053zcg,Joseph,Bailey,1862-10-06,M,8830,Weldon,,,,,,,,,,,,,,,,
B000045,Joseph Bailey,B000045,401050,348,Joseph Weldon Bailey Jr.,Q1708222,kg:/m/02w93dd,Joseph,Bailey,1892-12-15,M,8831,Weldon,,,Jr.,,,,,,,,,,,,,
B000046,Josiah Bailey,B000046,401051,349,Josiah Bailey,Q5564234,kg:/m/02klg6,Josiah,Bailey,1873-09-14,M,,William,,,,,,,,,,,,,,,,
B000047,R. Bailey,B000047,401052,14800,Wendell Bailey,Q2559024,kg:/m/083chj,R.,Bailey,30/07/1940,M,8833,Wendell,,,,,,,44,,,,,,,,,
B000048,Ralph Bailey,B000048,401053,350,Ralph Emerson Bailey,Q2129585,kg:/m/02rz7v1,Ralph,Bailey,1878-07-14,M,8834,Emerson,,,,,,,,,,,,,,,,
B000049,Theodorus Bailey,B000049,401054,351,Theodorus Bailey (politician),Q2418845,kg:/m/06zgzk,Theodorus,Bailey,1758-10-12,M,8836,,,,,,,,,,,,,,,,,
B000050,Warren Bailey,B000050,401055,352,Warren Worth Bailey,Q7970610,kg:/m/0g6w3j,Warren,Bailey,1855-01-08,M,8838,Worth,,,,,,,,,,,,,,,,
B000051,Willis Bailey,B000051,401056,353,Willis J. Bailey,Q1494951,kg:/m/02rm92q,Willis,Bailey,1854-10-12,M,8839,Joshua,,,,,,,,,,,,,,,,
B000052,David Baird,B000052,401057,354,David Baird Sr.,Q1173630,kg:/m/0bcqwb,David,Baird,1839-04-07,M,,,,,,,,,,,,,,,,,,
B000053,David Baird,B000053,401058,355,David Baird Jr.,Q4454634,kg:/m/0bcr0h,David,Baird,1881-10-10,M,,,,,Jr.,,,,,,,,,,,,,
B000054,Joseph Baird,B000054,401059,356,Joseph E. Baird,Q6282770,kg:/m/02rm22k,Joseph,Baird,1865-11-12,M,8842,Edward,,,,,,,,,,,,,,,,
B000055,Samuel Baird,B000055,401060,357,Samuel T. Baird,Q2218882,kg:/m/02rv9j7,Samuel,Baird,1861-05-05,M,8843,Thomas,,,,,,,,,,,,,,,,
B000056,Caleb Baker,B000056,401061,358,Caleb Baker,Q5019212,kg:/m/02rkmlm,Caleb,Baker,,M,8844,,,,,,,,,,,,,,,,,
B000057,Charles Baker,B000057,401062,359,Charles S. Baker,Q5082248,kg:/m/02rkn99,Charles,Baker,1839-02-18,M,8845,Simeon,,,,,,,,,,,,,,,,
B000058,David Baker,B000058,401063,360,David J. Baker,Q435105,kg:/m/0bk92z,David,Baker,1792-09-07,M,,Jewett,,,,,,,,,,,,,,,,
B000059,Edward Baker,B000059,401064,361,Edward Dickinson Baker,Q131929,kg:/m/04wp7j,Edward,Baker,1811-02-24,M,8848,Dickinson,,,,,,,,,,,,,,,,
B000060,Ezra Baker,B000060,412133,362,Ezra Baker,Q1386065,kg:/m/02rtnq6,Ezra,Baker,,M,8849,,,,,,,,,,,,,,,,,
B000061,Henry Baker,B000061,401065,363,Henry Moore Baker,Q1599617,kg:/m/02rhhfn,Henry,Baker,1841-01-11,M,8851,Moore,,,,,,,,,,,,,,,,
B000062,Howard Baker,B000062,401066,364,Howard Baker Sr.,Q1631826,kg:/m/045cg_,Howard,Baker,12/01/1902,M,8852,Henry,,,,,,,,,,,,,,,,
B000063,Howard Baker,B000063,401067,11200,Howard Baker,Q1337643,kg:/m/021kgt,Howard,Baker,15/11/1925,M,,Henry,,,Jr.,,,,1275,,,,,,,,,
B000064,Irene Baker,B000064,401068,10570,Irene Baker,Q515131,kg:/m/045csv,Irene,Baker,17/11/1901,F,8855,Bailey,,,,,,,,,,,,,,,,
B000065,Jacob Baker,B000065,401069,365,J. Thompson Baker,Q1676415,kg:/m/02wyb2f,Jacob,Baker,1847-04-13,M,8856,Thompson,,,,,,,,,,,,,,,,
B000066,Jehu Baker,B000066,401070,366,Jehu Baker,Q6176513,kg:/m/02rkb9z,Jehu,Baker,1822-11-04,M,8857,,,,,,,,,,,,,,,,,
B000067,John Baker,B000067,412012,367,John Baker (representative),Q1699238,kg:/m/03b_gs_,John,Baker,,M,8858,,,,,,,,,,,,,,,,,
B000068,John Baker,B000068,401071,368,John Harris Baker,Q1247703,kg:/m/02rkgqk,John,Baker,1832-02-28,M,8860,Harris,,,,,,,,,,,,,,,,
B000069,LaMar Baker,B000069,401072,13005,LaMar Baker,Q1798557,kg:/m/044tcf,LaMar,Baker,29/12/1915,M,8862,,,,,,,,46,,,,,,,,,
B000070,Lucien Baker,B000070,401073,369,Lucien Baker,Q1670911,kg:/m/0brx7r,Lucien,Baker,1846-06-08,M,,,,,,,,,,,,,,,,,,
B000071,Osmyn Baker,B000071,401075,370,Osmyn Baker,Q2034448,kg:/m/02rjxsg,Osmyn,Baker,1800-05-18,M,8864,,,,,,,,,,,,,,,,,
B000072,Richard Baker,B000072,400012,15401,Richard Baker (American politician),Q727361,kg:/m/025jys,Richard,Baker,22/05/1948,M,8866,Hugh,,,,,,,47,,26882,,,N00005407,"[""H6LA06083""]",,,
B000073,Robert Baker,B000073,401076,371,Robert Baker (New York politician),Q1033258,kg:/m/02rkw27,Robert,Baker,,M,8867,,,,,,,,,,,,,,,,,
B000074,Stephen Baker,B000074,401077,372,Stephen Baker (New York politician),Q2344550,kg:/m/02rkwkr,Stephen,Baker,1819-08-12,M,8868,,,,,,,,,,,,,,,,,
B000075,William Baker,B000075,401078,373,William Baker (Kansas politician),Q2577957,kg:/m/02rmbpl,William,Baker,1831-04-29,M,8870,,,,,,,,,,,,,,,,,
B000076,William Baker,B000076,401079,374,William Benjamin Baker,Q759228,kg:/m/09jkyb,William,Baker,1840-07-22,M,8871,Benjamin,,,,,,,,,,,,,,,,
B000077,William Baker,B000077,401080,375,William H. Baker,Q8010317,kg:/m/02rky1k,William,Baker,1827-01-17,M,8872,Henry,,,,,,,,,,,,,,,,
B000078,William Baker,B000078,401081,29310,William P. Baker,Q1262258,kg:/m/09ty4l,William,Baker,14/06/1940,M,8874,P.,,,,,,,45,,,,,,,,,
B000079,Charles Bakewell,B000079,401082,376,Charles Montague Bakewell,Q1065548,kg:/m/01z_q3,Charles,Bakewell,1867-04-24,M,8875,Montague,,,,,,,,,,,,,,,,
B000080,Claude Bakewell,B000080,401083,377,Claude I. Bakewell,Q1096821,kg:/m/02rz5rn,Claude,Bakewell,09/08/1912,M,8877,Ignatius,,,,,,,,,,,,,,,,
B000081,John Baldacci,B000081,400525,29528,John Baldacci,Q502949,kg:/m/02720j,John,Baldacci,30/01/1955,M,8879,,,,,,,,48,,,,,,,,,
B000082,Howard Baldrige,B000082,401084,378,Howard M. Baldrige,Q1149500,kg:/m/026k8w6,Howard,Baldrige,1894-06-23,M,8880,Malcolm,,,,,,,,,,,,,,,,
B000083,Alvin Baldus,B000083,401085,14202,Alvin Baldus,Q449043,kg:/m/0b19vx,Alvin,Baldus,27/04/1926,M,8882,James,,,,,,,49,,,,,,,,,
B000084,Abraham Baldwin,B000084,401086,379,Abraham Baldwin,Q329766,kg:/m/02myz5,Abraham,Baldwin,1754-11-22,M,8884,,,,,,,,,,,,,,,,,
B000085,Augustus Baldwin,B000085,401087,380,Augustus C. Baldwin,Q770210,kg:/m/03yjn_,Augustus,Baldwin,1817-12-24,M,8885,Carpenter,,,,,,,,,,,,,,,,
B000086,Harry Baldwin,B000086,401088,381,Harry Streett Baldwin,Q808689,kg:/m/09jss_,Harry,Baldwin,1894-08-21,M,8886,Streett,,,,,,,,,,,,,,,,
B000087,Henry Baldwin,B000087,401089,382,Henry Baldwin (judge),Q915480,kg:/m/03p7bx,Henry,Baldwin,1780-01-14,M,8887,,,,,,,,,,,,,,,,,
B000088,Henry Baldwin,B000088,401090,,Henry Alexander Baldwin,Q1606418,kg:/m/03njjt,Henry,Baldwin,1871-01-12,M,8888,Alexander,,,,,,,,,,,,,,,,
B000089,Henry Baldwin,B000089,401091,384,Henry P. Baldwin,Q371537,kg:/m/03jvb9,Henry,Baldwin,1814-02-22,M,,Porter,,,,,,,,,,,,,,,,
B000090,John Baldwin,B000090,401092,385,John Baldwin (congressman),Q1699239,kg:/m/02rt36y,John,Baldwin,1772-04-05,M,8890,,,,,,,,,,,,,,,,,
B000091,John Baldwin,B000091,401093,386,John Denison Baldwin,Q1586109,kg:/m/02r4r5p,John,Baldwin,1809-09-28,M,8891,Denison,,,,,,,,,,,,,,,,
B000092,John Baldwin,B000092,401094,387,John F. Baldwin Jr.,Q1700005,kg:/m/02rhj_6,John,Baldwin,28/06/1915,M,8893,Finley,,,Jr.,,,,,,,,,,,,,
B000093,Joseph Baldwin,B000093,401095,388,Joseph C. Baldwin,Q3816061,kg:/m/027ldcd,Joseph,Baldwin,1897-01-11,M,8894,Clark,,,,,,,,,,,,,,,,
B000094,Melvin Baldwin,B000094,401096,389,Melvin Baldwin,Q591513,kg:/m/0dgknf,Melvin,Baldwin,1838-04-12,M,8896,Riley,,,,,,,,,,,,,,,,
B000095,Raymond Baldwin,B000095,401097,390,Raymond E. Baldwin,Q885043,kg:/m/0bh5s2,Raymond,Baldwin,1893-08-31,M,,Earl,,,,,,,,,,,,,,,,
B000096,Roger Baldwin,B000096,401098,391,Roger Sherman Baldwin,Q884940,kg:/m/01z_qt,Roger,Baldwin,1793-01-04,M,,Sherman,,,,,,,,,,,,,,,,
B000097,Simeon Baldwin,B000097,401099,392,Simeon Baldwin,Q1290741,kg:/m/01z_rm,Simeon,Baldwin,1761-12-14,M,8899,,,,,,,,,,,,,,,,,
B000098,Edward Ball,B000098,401100,393,Edward Ball (congressman),Q5341733,kg:/m/02rl_ls,Edward,Ball,1811-11-06,M,8900,,,,,,,,,,,,,,,,,
B000099,Joseph Ball,B000099,401101,394,Joseph H. Ball,Q1672420,kg:/m/01lzhp,Joseph,Ball,03/11/1905,M,,Hurst,,,,,,,,,,,,,,,,
B000100,Lewis Ball,B000100,401102,395,L. Heisler Ball,Q1709972,kg:/m/06vrqg,Lewis,Ball,1861-09-21,M,8903,Heisler,,,,,,,,,,,,,,,,
B000101,Thomas Ball,B000101,401103,396,Thomas Henry Ball,Q2424685,kg:/m/0f9qq2,Thomas,Ball,1859-01-14,M,8904,Henry,,,,,,,,,,,,,,,,
B000102,Thomas Ball,B000102,401104,397,Thomas R. Ball,Q2426608,kg:/m/02rk_1h,Thomas,Ball,1896-02-12,M,8905,Raymond,,,,,,,,,,,,,,,,
B000103,William Ball,B000103,401105,398,William Lee Ball,Q2579712,kg:/m/027wtyq,William,Ball,1781-01-02,M,8906,Lee,,,,,,,,,,,,,,,,
B000104,Cass Ballenger,B000104,400015,15402,Cass Ballenger,Q1048182,kg:/m/03g_wd,Cass,Ballenger,06/12/1926,M,8908,,,,,,,,50,,,,,N00002377,,,,
B000105,John Ballentine,B000105,401106,399,John Goff Ballentine,Q1279172,kg:/m/0dj2vp,John,Ballentine,1825-05-20,M,8909,Goff,,,,,,,,,,,,,,,,
B000106,Latimer Ballou,B000106,401107,400,Latimer Whipple Ballou,Q1806966,kg:/m/02rjwqs,Latimer,Ballou,1812-03-01,M,8910,Whipple,,,,,,,,,,,,,,,,
B000107,William Baltz,B000107,401108,401,William N. Baltz,Q1317576,kg:/m/02rk_bf,William,Baltz,1860-02-05,M,8911,Nicolas,,,,,,,,,,,,,,,,
B000108,Bert Bandstra,B000108,401109,10704,Bert Bandstra,Q827305,kg:/m/02rk74x,Bert,Bandstra,25/01/1922,M,8912,Andrew,,,,,,,,,,,,,,,,
B000110,John Bankhead,B000110,401111,403,John H. Bankhead,Q461228,kg:/m/03gldv,John,Bankhead,1842-09-13,M,8915,Hollis,,,,,,,,,,,,,,,,
B000111,John Bankhead,B000111,401112,404,John H. Bankhead II,Q1700299,kg:/m/03glfj,John,Bankhead,1872-07-08,M,,Hollis,,,II,,,,,,,,,,,,,
B000112,Walter Bankhead,B000112,401113,405,Walter W. Bankhead,Q2546670,kg:/m/02rk2bk,Walter,Bankhead,1897-07-21,M,8917,Will,,,,,,,,,,,,,,,,
B000113,William Bankhead,B000113,401114,406,William B. Bankhead,Q960737,kg:/m/01ncsq,William,Bankhead,1874-04-12,M,7674,Brockman,,,,,,,,,,,,,,,,
B000114,John Banks,B000114,401115,407,John Banks (U.S. politician),Q6220546,kg:/m/026vh3b,John,Banks,1793-10-17,M,8918,,,,,,,,,,,,,,,,,
B000115,Linn Banks,B000115,401116,408,Linn Banks,Q1288070,kg:/m/0280g2n,Linn,Banks,1784-01-23,M,8919,,,,,,,,,,,,,,,,,
B000116,Nathaniel Banks,B000116,401117,409,Nathaniel P. Banks,Q714106,kg:/m/0138xv,Nathaniel,Banks,1816-01-30,M,8921,Prentice,,,,,,,,,,,,,,,,
B000117,Henry Banning,B000117,401118,410,Henry B. Banning,Q168149,kg:/m/02rm0yd,Henry,Banning,1836-11-10,M,8922,Blackstone,,,,,,,,,,,,,,,,
B000118,Henry Bannon,B000118,401119,411,Henry T. Bannon,Q13218443,kg:/m/02rm10v,Henry,Bannon,1867-06-05,M,8924,Towne,,,,,,,,,,,,,,,,
B000119,Parke Banta,B000119,401120,412,Parke M. Banta,Q2052637,kg:/m/02rz7py,Parke,Banta,1891-11-21,M,8925,Monroe,,,,,,,,,,,,,,,,
B000120,Hiram Barber,B000120,401121,413,Hiram Barber Jr.,Q4419865,kg:/m/02rk9xx,Hiram,Barber,1835-03-24,M,8926,,,,Jr.,,,,,,,,,,,,,
B000121,Isaac Barber,B000121,401122,414,Isaac Ambrose Barber,Q423019,kg:/m/09jt06,Isaac,Barber,1852-01-26,M,8927,Ambrose,,,,,,,,,,,,,,,,
B000122,Joel Barber,B000122,401123,415,J. Allen Barber,Q1676257,kg:/m/02vrpxw,Joel,Barber,1809-01-17,M,8928,Allen,,,,,,,,,,,,,,,,
B000123,Laird Barber,B000123,401124,416,Laird Howard Barber,Q6474075,kg:/m/0gh3ty,Laird,Barber,1848-10-25,M,8929,Howard,,,,,,,,,,,,,,,,
B000124,Levi Barber,B000124,401125,417,Levi Barber,Q6535362,kg:/m/0d6nsh,Levi,Barber,1777-10-16,M,8930,,,,,,,,,,,,,,,,,
B000125,Noyes Barber,B000125,401126,418,Noyes Barber,Q2003803,kg:/m/0fkwsj,Noyes,Barber,1781-04-28,M,8931,,,,,,,,,,,,,,,,,
B000126,Henry Barbour,B000126,401127,419,Henry E. Barbour,Q1347832,kg:/m/02rhhcl,Henry,Barbour,1877-03-08,M,8932,Ellsworth,,,,,,,,,,,,,,,,
B000127,James Barbour,B000127,401128,420,James Barbour,Q878772,kg:/m/03h_gl,James,Barbour,1775-06-10,M,,,,,,,,,,,,,,,,,,
B000128,John Barbour,B000128,401129,421,John S. Barbour,Q111702,kg:/m/02pknf0,John,Barbour,1790-08-08,M,8934,Strode,,,,,,,,,,,,,,,,
B000129,John Barbour,B000129,401130,422,John S. Barbour Jr.,Q5565647,kg:/m/04ld0m,John,Barbour,1820-12-29,M,8936,Strode,,,Jr.,,,,,,,,,,,,,
B000130,Lucien Barbour,B000130,401131,423,Lucien Barbour,Q1873363,kg:/m/02rkh5p,Lucien,Barbour,1811-03-04,M,8937,,,,,,,,,,,,,,,,,
B000131,Philip Barbour,B000131,401132,424,Philip Pendleton Barbour,Q726427,kg:/m/024692,Philip,Barbour,1783-05-25,M,8939,Pendleton,,,,,,,,,,,,,,,,
B000132,William Barbour,B000132,401133,425,William Warren Barbour,Q5565653,kg:/m/0b3h8h,William,Barbour,1888-07-31,M,,Warren,,,,,,,,,,,,,,,,
B000133,Andrew Barchfeld,B000133,401135,426,Andrew Jackson Barchfeld,Q4757452,kg:/m/0g3qpg,Andrew,Barchfeld,1863-05-18,M,8941,Jackson,,,,,,,,,,,,,,,,
B000134,James Barcia,B000134,400526,29363,James A. Barcia,Q1679884,kg:/m/03xknq,James,Barcia,25/02/1952,M,8943,A.,,,,,,,52,,26905,,,,,,,
B000135,Charles Barclay,B000135,401136,427,Charles Frederick Barclay,Q5077835,kg:/m/0gdpyj,Charles,Barclay,1844-05-09,M,8944,Frederick,,,,,,,,,,,,,,,,
B000136,David Barclay,B000136,401137,428,David Barclay (congressman),Q5231114,kg:/m/026dq_1,David,Barclay,,M,8945,,,,,,,,,,,,,,,,,
B000137,David Bard,B000137,401138,429,David Bard,Q5231118,kg:/m/0ksrks,David,Bard,,M,8946,,,,,,,,,,,,,,,,,
B000138,Thomas Bard,B000138,401139,430,Thomas R. Bard,Q279900,kg:/m/03sgtr,Thomas,Bard,1841-12-08,M,,Robert,,,,,,,,,,,,,,,,
B000139,Graham Barden,B000139,401140,431,Graham Arthur Barden,Q1541885,kg:/m/060vlv,Graham,Barden,1896-09-25,M,8949,Arthur,,,,,,,,,,,,,,,,
B000140,John Barham,B000140,401141,432,John All Barham,Q1699126,kg:/m/02rhjr_,John,Barham,1843-07-17,M,8951,All,,,,,,,,,,,,,,,,
B000141,Walter Baring,B000141,401142,433,Walter S. Baring Jr.,Q1716012,kg:/m/02730wb,Walter,Baring,09/09/1911,M,8952,Stephan,,,Jr.,,,,,,,,,,,,,
B000142,Abraham Barker,B000142,401143,434,Abraham Andrews Barker,Q4668747,kg:/m/0kt9m3,Abraham,Barker,1816-03-30,M,8954,Andrews,,,,,,,,,,,,,,,,
B000143,David Barker,B000143,401144,435,David Barker Jr.,Q1173652,kg:/m/02rhf0n,David,Barker,1797-01-08,M,8955,,,,Jr.,,,,,,,,,,,,,
B000144,Joseph Barker,B000144,401145,436,Joseph Barker (Massachusetts politician),Q1706577,kg:/m/02rjwc2,Joseph,Barker,1751-10-19,M,8956,,,,,,,,,,,,,,,,,
B000145,Alben Barkley,B000145,401146,437,Alben W. Barkley,Q273549,kg:/m/0myyb,Alben,Barkley,1877-11-24,M,8958,William,,,,,,,,,,,,,,,,
B000146,Ethelbert Barksdale,B000146,401148,438,Ethelbert Barksdale,Q1371160,kg:/m/02rtnfz,Ethelbert,Barksdale,1824-01-04,M,8959,,,,,,,,,,,,,,,,,
B000147,William Barksdale,B000147,401149,439,William Barksdale,Q712059,kg:/m/062nj4,William,Barksdale,1821-08-21,M,8961,,,,,,,,,,,,,,,,,
B000148,Bradley Barlow,B000148,401150,440,Bradley Barlow,Q896992,kg:/m/026prwf,Bradley,Barlow,1814-05-12,M,8962,,,,,,,,,,,,,,,,,
B000149,Charles Barlow,B000149,401151,441,Charles A. Barlow,Q1063454,kg:/m/02rhd0b,Charles,Barlow,1858-03-17,M,8963,Averill,,,,,,,,,,,,,,,,
B000150,Stephen Barlow,B000150,401152,442,Stephen Barlow (Pennsylvania politician),Q7608654,kg:/m/026yh7y,Stephen,Barlow,1779-06-13,M,8964,,,,,,,,,,,,,,,,,
B000151,Thomas Barlow,B000151,401153,29351,Thomas Barlow (Kentucky politician),Q2439506,kg:/m/092fm5,Thomas,Barlow,07/08/1940,M,8965,J.,,,III,,,,53,,,,,,,,,
B000152,Daniel Barnard,B000152,401154,443,Daniel D. Barnard,Q1659524,kg:/m/02rknj5,Daniel,Barnard,1797-07-16,M,7672,Dewey,,,,,,,,,,,,,,,,
B000153,Druie Barnard,B000153,401155,14404,Doug Barnard Jr.,Q1251700,kg:/m/026jt6m,Druie,Barnard,20/03/1922,M,8967,Douglas,,,Jr.,,,,54,,,,,,,,,
B000154,Isaac Barnard,B000154,401156,444,Isaac D. Barnard,Q1673379,kg:/m/05fc78g,Isaac,Barnard,1791-07-18,M,,Dutton,,,,,,,,,,,,,,,,
B000155,William Barnard,B000155,401157,445,William O. Barnard,Q119647,kg:/m/02rkldg,William,Barnard,1852-10-25,M,8969,Oscar,,,,,,,,,,,,,,,,
B000156,Demas Barnes,B000156,401158,446,Demas Barnes,Q219432,kg:/m/0gsp0k,Demas,Barnes,1827-04-04,M,8970,,,,,,,,,,,,,,,,,
B000157,George Barnes,B000157,401159,447,George Barnes (Georgia politician),Q1508346,kg:/m/026zxn5,George,Barnes,1833-08-14,M,8972,Thomas,,,,,,,,,,,,,,,,
B000158,James Barnes,B000158,401160,448,James M. Barnes (politician),Q6138359,kg:/m/02vm8ty,James,Barnes,1899-01-09,M,8973,Martin,,,,,,,,,,,,,,,,
B000159,Lyman Barnes,B000159,401161,449,Lyman E. Barnes,Q1878721,kg:/m/02vrpy6,Lyman,Barnes,1855-06-30,M,8975,Eddy,,,,,,,,,,,,,,,,
B000160,Michael Barnes,B000160,401162,14604,Michael D. Barnes,Q2793465,kg:/m/0331b7,Michael,Barnes,03/09/1943,M,8977,Darr,,,,,,,55,,,,,,,,,
B000161,William Barnett,B000161,401163,450,William Barnett (Georgia politician),Q167472,kg:/m/0278yt_,William,Barnett,1761-03-04,M,8978,,,,,,,,,,,,,,,,,
B000162,John Barney,B000162,401164,451,John Barney,Q2120286,kg:/m/09jt3d,John,Barney,1785-01-18,M,8979,,,,,,,,,,,,,,,,,
B000163,Samuel Barney,B000163,401165,452,Samuel S. Barney,Q1729435,kg:/m/02vrpyk,Samuel,Barney,1846-01-31,M,8981,Stebbins,,,,,,,,,,,,,,,,
B000164,Henry Barnhart,B000164,401166,453,Henry A. Barnhart,Q646060,kg:/m/02rkg6d,Henry,Barnhart,1858-09-11,M,8982,A.,,,,,,,,,,,,,,,,
B000165,Charles Barnitz,B000165,401167,454,Charles Augustus Barnitz,Q5075244,kg:/m/027bpng,Charles,Barnitz,1780-09-11,M,8983,Augustus,,,,,,,,,,,,,,,,
B000166,William Barnum,B000166,401168,455,William Henry Barnum,Q744932,kg:/m/09l8w5,William,Barnum,1818-09-17,M,8985,Henry,,,,,,,,,,,,,,,,
B000167,Robert Barnwell,B000167,401169,456,Robert Barnwell,Q2156471,kg:/m/027gy1,Robert,Barnwell,1761-12-21,M,8986,,,,,,,,,,,,,,,,,
B000168,Robert Barnwell,B000168,401170,457,Robert Woodward Barnwell,Q357725,kg:/m/029063,Robert,Barnwell,1801-08-10,M,8988,Woodward,,,,,,,,,,,,,,,,
B000169,Bob Barr,B000169,400514,29511,Bob Barr,Q540544,kg:/m/01fdg8,Bob,Barr,05/11/1948,M,8990,,,,,,,,56,,22028,,,N00002526,,,,
B000170,Joseph Barr,B000170,401171,458,Joseph W. Barr,Q1708162,kg:/m/03hfdt,Joseph,Barr,17/01/1918,M,8992,Walker,,,,,,,,,,,,,,,,
B000171,Samuel Barr,B000171,401172,459,Samuel Fleming Barr,Q7411388,kg:/m/0ksrwz,Samuel,Barr,1829-06-15,M,8993,Fleming,,,,,,,,,,,,,,,,
B000172,Thomas Barr,B000172,401173,460,Thomas J. Barr,Q613039,kg:/m/02rkx3z,Thomas,Barr,,M,8994,Jefferson,,,,,,,,,,,,,,,,
