id,name,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,name_first,name_last,bio_birthday,bio_gender,id_house_history,name_middle,name_nickname,id_ballotpedia,name_suffix,id_bioguide_previous,id_house_history_alternate,other_names,id_thomas,id_cspan,id_votesmart,id_lis,name_official_full,id_opensecrets,id_fec,id_maplight,leadership_roles,family
B000173,Granville Barrere,B000173,401174,461,Granville Barrere,Q5596861,kg:/m/02rk9rr,Granville,Barrere,1829-07-11,M,8995,,,,,,,,,,,,,,,,,
B000174,Nelson Barrere,B000174,401175,462,Nelson Barrere,Q6990371,kg:/m/02rm2ns,Nelson,Barrere,1808-04-01,M,8996,,,,,,,,,,,,,,,,,
B000175,John Barret,B000175,401176,463,John Richard Barret,Q1701565,kg:/m/02rz7by,John,Barret,1825-08-21,M,8997,Richard,,,,,,,,,,,,,,,,
B000176,Frank Barrett,B000176,401177,464,Frank A. Barrett,Q882241,kg:/m/08sqjh,Frank,Barrett,1892-11-10,M,8999,Aloysius,,,,,,,,,,,,,,,,
B000177,Thomas Barrett,B000177,400553,39315,Tom Barrett (Wisconsin politician),Q955542,kg:/m/04qktl,Thomas,Barrett,08/12/1953,M,9001,M.,,,,,,,58,,,,,,,,,
B000178,William Barrett,B000178,401178,465,William A. Barrett,Q8003902,kg:/m/08j429,William,Barrett,1896-08-14,M,9003,Aloysius,,,,,,,59,,,,,,,,,
B000179,Bill Barrett,B000179,400568,29129,Bill Barrett,Q448982,kg:/m/09mdsz,Bill,Barrett,09/02/1929,M,9005,,,,,,,,57,,,,,,,,,
B000180,William Barrett,B000180,401179,466,William Emerson Barrett,Q2578657,kg:/m/02rs3m2,William,Barrett,1858-12-29,M,9006,Emerson,,,,,,,,,,,,,,,,
B000181,Daniel Barringer,B000181,401180,467,Daniel Laurens Barringer,Q1161503,kg:/m/060wrf,Daniel,Barringer,1788-10-01,M,9007,Laurens,,,,,,,,,,,,,,,,
B000182,Daniel Barringer,B000182,401181,468,Daniel Moreau Barringer,Q1161815,kg:/m/05d3mw,Daniel,Barringer,1806-07-30,M,9008,Moreau,,,,,,,,,,,,,,,,
B000183,Alexander Barrow,B000183,401182,469,Alexander Barrow,Q2622146,kg:/m/0d04_1,Alexander,Barrow,1801-03-27,M,,,,,,,,,,,,,,,,,,
B000184,Middleton Barrow,B000184,401183,470,Middleton P. Barrow,Q1931932,kg:/m/0cr929,Middleton,Barrow,1839-08-01,M,,Pope,,,,,,,,,,,,,,,,
B000185,Washington Barrow,B000185,401184,471,Washington Barrow,Q2550409,kg:/m/0d9rm1,Washington,Barrow,1807-10-05,M,9011,,,,,,,,,,,,,,,,,
B000186,Samuel Barrows,B000186,401185,472,Samuel J. Barrows,Q2218405,kg:/m/02rjz4t,Samuel,Barrows,1845-05-26,M,9012,June,,,,,,,,,,,,,,,,
B000187,Alexander Barry,B000187,401186,473,Alexander G. Barry,Q1677382,kg:/m/0d8vrx,Alexander,Barry,1892-08-23,M,,Grant,,,,,,,,,,,,,,,,
B000188,Frederick Barry,B000188,401187,474,Frederick G. Barry,Q958658,kg:/m/02rtnf8,Frederick,Barry,1845-01-12,M,9014,George,,,,,,,,,,,,,,,,
B000189,Henry Barry,B000189,401188,475,Henry W. Barry,Q1607354,kg:/m/02rtn0x,Henry,Barry,,M,9015,W.,,,,,,,,,,,,,,,,
B000190,Robert Barry,B000190,401189,476,Robert R. Barry,Q7349084,kg:/m/0kswwy,Robert,Barry,15/05/1915,M,9017,Raymond,,,,,,,,,,,,,,,,
B000191,William Barry,B000191,401190,477,William Bernard Barry,Q247873,kg:/m/078tw1,William,Barry,21/07/1902,M,9018,Bernard,,,,,,,,,,,,,,,,
B000192,William Barry,B000192,401191,478,William T. Barry,Q1385500,kg:/m/02_gyw,William,Barry,1784-02-05,M,9020,Taylor,,,,,,,,,,,,,,,,
B000193,William Barry,B000193,401192,479,William S. Barry,Q1310357,kg:/m/02rtr0w,William,Barry,1821-12-10,M,9021,Taylor Sullivan,,,,,,,,,,,,,,,,
B000194,Gamaliel Barstow,B000194,401193,480,Gamaliel H. Barstow,Q1492857,kg:/m/02rkpkd,Gamaliel,Barstow,1784-07-20,M,9022,Henry,,,,,,,,,,,,,,,,
B000195,Gideon Barstow,B000195,401194,481,Gideon Barstow,Q1523106,kg:/m/02rhgzw,Gideon,Barstow,1783-09-07,M,9023,,,,,,,,,,,,,,,,,
B000196,Richard Bartholdt,B000196,401195,482,Richard Bartholdt,Q215576,kg:/m/02rz7x3,Richard,Bartholdt,1855-11-02,M,9025,,,,,,,,,,,,,,,,,
B000197,Horace Bartine,B000197,401196,483,Horace F. Bartine,Q1627857,kg:/m/0272_h8,Horace,Bartine,1848-03-21,M,9026,Franklin,,,,,,,,,,,,,,,,
B000198,Bailey Bartlett,B000198,401197,484,Bailey Bartlett,Q252932,kg:/m/0csf26,Bailey,Bartlett,1750-01-29,M,9027,,,,,,,,,,,,,,,,,
B000199,Charles Bartlett,B000199,401198,485,Charles Lafayette Bartlett,Q1065249,kg:/m/0gsgnh,Charles,Bartlett,1853-01-31,M,9029,Lafayette,,,,,,,,,,,,,,,,
B000200,Dewey Bartlett,B000200,401199,14100,Dewey F. Bartlett,Q351481,kg:/m/050v67,Dewey,Bartlett,28/03/1919,M,,Follett,,,,,,,1276,,,,,,,,,
B000201,Edward Bartlett,B000201,401200,486,Bob Bartlett,Q719965,kg:/m/01yrby,Edward,Bartlett,20/04/1904,M,9032,Lewis,Bob,,,,,,,,,,,,,,,
B000202,Franklin Bartlett,B000202,401201,487,Franklin Bartlett,Q1203885,kg:/m/02rkpfz,Franklin,Bartlett,1847-09-10,M,9034,,,,,,,,,,,,,,,,,
B000203,George Bartlett,B000203,401202,488,George A. Bartlett,Q1506779,kg:/m/02730jb,George,Bartlett,1869-11-30,M,9035,Arthur,,,,,,,,,,,,,,,,
B000204,Harry Bartlett,B000204,401203,15002,Steve Bartlett,Q185480,kg:/m/02fhlw,Harry,Bartlett,19/09/1947,M,9037,Stephen,Steve,,,,,,61,,,,,,,,,
B000205,Ichabod Bartlett,B000205,401204,489,Ichabod Bartlett,Q957020,kg:/m/0289bnn,Ichabod,Bartlett,1786-07-24,M,9038,,,,,,,,,,,,,,,,,
B000207,Josiah Bartlett,B000207,401206,491,Josiah Bartlett Jr.,Q1708618,kg:/m/0d8v8f,Josiah,Bartlett,1768-08-29,M,9040,,,,Jr.,,,,,,,,,,,,,
B000208,Roscoe Bartlett,B000208,400017,29356,Roscoe Bartlett,Q1432143,kg:/m/025k82,Roscoe,Bartlett,03/06/1926,M,9042,G.,,,,,,,60,27026,26891,,Roscoe G. Bartlett,N00002017,"[""H2MD06054""]",,,
B000209,Thomas Bartlett,B000209,401207,492,Thomas Bartlett Jr.,Q2422254,kg:/m/02rjznz,Thomas,Bartlett,1808-06-18,M,9043,,,,Jr.,,,,,,,,,,,,,
B000210,Mordecai Bartley,B000210,401208,493,Mordecai Bartley,Q881055,kg:/m/033_yc,Mordecai,Bartley,1783-12-16,M,9044,,,,,,,,,,,,,,,,,
B000211,Bruce Barton,B000211,401209,494,Bruce Fairchild Barton,Q4078700,kg:/m/06kt0r,Bruce,Barton,1886-08-05,M,9046,,,,,,,,,,,,,,,,,
B000212,David Barton,B000212,401210,495,David Barton (politician),Q1173663,kg:/m/07cprm,David,Barton,1783-12-14,M,,,,,,,,,,,,,,,,,,
B000213,Joe Barton,B000213,400018,15085,Joe Barton,Q966261,kg:/m/03rspq,Joe,Barton,15/09/1949,M,9049,Linus,,,,,,,62,5248,27082,,Joe Barton,N00005656,"[""H4TX06117"", ""S4TX00094""]",139,,
B000214,Richard Barton,B000214,401211,496,Richard W. Barton,Q111455,kg:/m/0288q3q,Richard,Barton,,M,9050,Walker,,,,,,,,,,,,,,,,
B000215,Samuel Barton,B000215,401212,497,Samuel Barton (New York politician),Q194792,kg:/m/03cp92l,Samuel,Barton,1785-07-27,M,9051,,,,,,,,,,,,,,,,,
B000216,Silas Barton,B000216,401213,498,Silas Reynolds Barton,Q1676886,kg:/m/09y32r,Silas,Barton,1872-05-21,M,9052,Reynolds,,,,,,,,,,,,,,,,
B000217,William Barton,B000217,401214,499,William Edward Barton,Q2578606,kg:/m/02rz8hc,William,Barton,1868-04-11,M,9054,Edward,,,,,,,,,,,,,,,,
B000218,Charles Barwig,B000218,401215,500,Charles Barwig,Q1063671,kg:/m/02vrpz7,Charles,Barwig,1837-03-19,M,9056,,,,,,,,,,,,,,,,,
B000219,Coles Bashford,B000219,401216,,Coles Bashford,Q882895,kg:/m/037vjg,Coles,Bashford,1816-01-24,M,9057,,,,,,,,,,,,,,,,,
B000220,Charles Bass,B000220,400019,29538,Charles Bass,Q1063677,kg:/m/02vypx,Charles,Bass,08/01/1952,M,9059,F.,Charlie,,,,,,63,37079,22216,,Charles F. Bass,N00000423,"[""H0NH02017""]",,,
B000221,Lyman Bass,B000221,401217,502,Lyman K. Bass,Q6708048,kg:/m/02rktmy,Lyman,Bass,1836-11-13,M,9060,Kidder,,,,,,,,,,,,,,,,
B000222,Perkins Bass,B000222,401218,503,Perkins Bass,Q301736,kg:/m/03wwj2,Perkins,Bass,06/10/1912,M,9061,,,,,,,,,,,,,,,,,
B000223,Ross Bass,B000223,401219,504,Ross Bass,Q352156,kg:/m/03z0p2,Ross,Bass,17/03/1918,M,9063,,,,,,,,,,,,,,,,,
B000224,Burwell Bassett,B000224,401220,505,Burwell Bassett,Q1017188,kg:/m/027rzsh,Burwell,Bassett,1764-03-18,M,9064,,,,,,,,,,,,,,,,,
B000225,Edward Bassett,B000225,401221,506,Edward Bassett,Q808766,kg:/m/026jz09,Edward,Bassett,1863-02-07,M,9065,Murray,,,,,,,,,,,,,,,,
B000226,Richard Bassett,B000226,401222,507,Richard Bassett (Delaware politician),Q518823,kg:/m/02pz46,Richard,Bassett,1745-04-02,M,,,,,,,,,,,,,,,,,,
B000227,William Bate,B000227,401223,508,William B. Bate,Q276604,kg:/m/03nw1t,William,Bate,1826-10-07,M,,Brimage,,,,,,,,,,,,,,,,
B000228,Ephraim Bateman,B000228,401224,509,Ephraim Bateman,Q1346812,kg:/m/0b2131,Ephraim,Bateman,1780-07-09,M,9069,,,,,,,,,,,,,,,,,
B000229,Herbert Bateman,B000229,400569,15003,Herbert H. Bateman,Q1608387,kg:/m/074y_h,Herbert,Bateman,07/08/1928,M,9071,H.,,,,,,,64,,,,,,,,,
B000230,Arthur Bates,B000230,401225,510,Arthur Laban Bates,Q4799430,kg:/m/0g65k4,Arthur,Bates,1859-06-06,M,9073,Laban,,,,,,,,,,,,,,,,
B000231,Edward Bates,B000231,401226,511,Edward Bates,Q1291670,kg:/m/02_n7p,Edward,Bates,1793-09-04,M,9074,,,,,,,,,,,,,,,,,
B000232,George Bates,B000232,401227,512,George J. Bates,Q1507631,kg:/m/0dwtqy,George,Bates,1891-02-25,M,9076,Joseph,,,,,,,,,,,,,,,,
B000233,Isaac Bates,B000233,401228,513,Isaac C. Bates,Q1378587,kg:/m/0bfpqt,Isaac,Bates,1779-01-23,M,9077,Chapman,,,,,,,,,,,,,,,,
B000234,James Bates,B000234,401229,514,James Bates (Maine politician),Q1680014,kg:/m/02w_6nm,James,Bates,1789-09-24,M,9078,,,,,,,,,,,,,,,,,
B000235,James Bates,B000235,401230,,James Woodson Bates,Q692671,kg:/m/0723j9,James,Bates,1788-08-25,M,9079,Woodson,,,,,,,,,,,,,,,,
B000236,Jim Bates,B000236,401231,15004,Jim Bates (politician),Q1689035,kg:/m/05762n,Jim,Bates,21/07/1941,M,9081,,,,,,,,65,,,,,,,,,
B000237,Joseph Bates,B000237,401232,516,Joe B. Bates,Q1691325,kg:/m/02rl1sv,Joseph,Bates,1893-10-29,M,9082,Bengal,,,,,,,,,,,,,,,,
B000238,Martin Bates,B000238,401233,517,Martin W. Bates,Q1699276,kg:/m/097jcg,Martin,Bates,1786-02-24,M,,Waltham,,,,,,,,,,,,,,,,
B000239,William Bates,B000239,401234,518,William H. Bates,Q2485081,kg:/m/03s_ry,William,Bates,26/04/1917,M,9085,Henry,,,,,,,,,,,,,,,,
B000240,Elsworth Bathrick,B000240,401235,519,Ellsworth Raymond Bathrick,Q1237628,kg:/m/02rl_q6,Elsworth,Bathrick,1863-01-06,M,9086,Raymond,,,,,,,,,,,,,,,,
B000241,James Battin,B000241,401236,10503,James Franklin Battin,Q1680413,kg:/m/02rhj6t,James,Battin,13/02/1925,M,9088,Franklin,,,,,,,,,,,,,,,,
B000242,Laurie Battle,B000242,401237,520,Laurie C. Battle,Q1808333,kg:/m/02rk21z,Laurie,Battle,10/05/1912,M,9090,Calvin,,,,,,,,,,,,,,,,
B000243,Max Baucus,B000243,300005,14203,Max Baucus,Q470748,kg:/m/01rcm2,Max,Baucus,11/12/1941,M,9092,S.,,Max Baucus,,,,,66,1727,53315,S127,Max Baucus,N00004643,"[""S8MT00010""]",533,,
B000244,Robert Bauman,B000244,401238,14069,Robert Bauman,Q501919,kg:/m/0570gw,Robert,Bauman,04/04/1937,M,9094,Edmund,,,,,,,67,,,,,,,,,
B000245,Albert Baumhart,B000245,401239,521,Albert David Baumhart Jr.,Q4710010,kg:/m/027m6z7,Albert,Baumhart,15/06/1908,M,9096,David,,,Jr.,,,,,,,,,,,,,
B000246,Portus Baxter,B000246,401240,522,Portus Baxter,Q2105456,kg:/m/0g5fpg,Portus,Baxter,1806-12-04,M,9097,,,,,,,,,,,,,,,,,
B000247,William Bay,B000247,401241,523,William Van Ness Bay,Q2580861,kg:/m/02rz8p6,William,Bay,1818-11-23,M,9098,Van Ness,,,,,,,,,,,,,,,,
B000248,James Bayard,B000248,401242,525,James A. Bayard Jr.,Q1665539,kg:/m/063vrc,James,Bayard,1799-11-15,M,,Asheton,,,Jr.,,,,,,,,,,,,,
B000249,James Bayard,B000249,401243,524,"James A. Bayard (politician, born 1767)",Q1679889,kg:/m/030pc5,James,Bayard,1767-07-28,M,9101,Asheton,,,Sr.,,,,,,,,,,,,,
B000251,Richard Bayard,B000251,401245,527,Richard H. Bayard,Q2149664,kg:/m/0632mn,Richard,Bayard,1796-09-26,M,,Henry,,,,,,,,,,,,,,,,
B000252,Thomas Bayard,B000252,401246,529,Thomas F. Bayard Jr.,Q1691899,kg:/m/06vw0f,Thomas,Bayard,1868-06-04,M,,Francis,,,Jr.,,,,,,,,,,,,,
B000253,Thomas Bayard,B000253,401247,528,Thomas F. Bayard,Q708034,kg:/m/0c4s0,Thomas,Bayard,1828-10-29,M,,Francis,,,Sr.,,,,,,,,,,,,,
B000254,Birch Bayh,B000254,401248,10800,Birch Bayh,Q864992,kg:/m/033sbm,Birch,Bayh,22/01/1928,M,,Evans,,,,,,,1277,,,,,,,,,
B000255,Francis Baylies,B000255,401249,530,Francis Baylies,Q1441388,kg:/m/02rhg6t,Francis,Baylies,1783-10-16,M,9107,,,,,,,,,,,,,,,,,
B000256,William Baylies,B000256,401250,531,William Baylies,Q2577989,kg:/m/02rj_86,William,Baylies,1776-09-15,M,9108,,,,,,,,,,,,,,,,,
B000257,Robert Baylor,B000257,401251,532,Robert Emmett Bledsoe Baylor,Q2157009,kg:/m/02qxzp1,Robert,Baylor,1793-05-10,M,9109,Emmett Bledsoe,,,,,,,,,,,,,,,,
B000258,Thomas Bayly,B000258,401252,533,Thomas Bayly (Maryland politician),Q2757520,kg:/m/09jt65,Thomas,Bayly,1775-09-13,M,9110,,,,,,,,,,,,,,,,,
B000259,Thomas Bayly,B000259,401253,534,Thomas H. Bayly,Q1646449,kg:/m/027_v1j,Thomas,Bayly,1810-12-11,M,9111,Henry,,,,,,,,,,,,,,,,
B000260,Thomas Bayly,B000260,401254,535,Thomas Monteagle Bayly,Q74337,kg:/m/027wyjt,Thomas,Bayly,1775-03-26,M,9112,Monteagle,,,,,,,,,,,,,,,,
B000261,Thomas Bayne,B000261,401255,536,Thomas McKee Bayne,Q13219559,kg:/m/0ksrj8,Thomas,Bayne,1836-06-14,M,9113,McKee,,,,,,,,,,,,,,,,
B000262,Clifton Beach,B000262,401256,537,Clifton B. Beach,Q1101356,kg:/m/02rl_8s,Clifton,Beach,1845-09-16,M,9114,Bailey,,,,,,,,,,,,,,,,
B000263,Lewis Beach,B000263,401257,538,Lewis Beach,Q2791109,kg:/m/02rktfr,Lewis,Beach,1835-03-30,M,9115,,,,,,,,,,,,,,,,,
B000264,Samuel Beakes,B000264,401258,539,Samuel Beakes,Q2217982,kg:/m/03ynp9,Samuel,Beakes,1861-01-11,M,9116,Willard,,,,,,,,,,,,,,,,
B000265,Charles Beale,B000265,401259,540,Charles Lewis Beale,Q2377480,kg:/m/0dc1sz,Charles,Beale,1824-03-05,M,9117,Lewis,,,,,,,,,,,,,,,,
B000266,James Beale,B000266,401260,541,James M. H. Beale,Q93791,kg:/m/02x403d,James,Beale,1786-02-07,M,9118,Madison Hite,,,,,,,,,,,,,,,,
B000267,Joseph Beale,B000267,401261,542,Joseph Grant Beale,Q6283547,kg:/m/0g65w6,Joseph,Beale,1839-03-26,M,9119,Grant,,,,,,,,,,,,,,,,
B000268,Richard Beale,B000268,401262,543,Richard L. T. Beale,Q1432075,kg:/m/0dsnpm,Richard,Beale,1819-05-22,M,9120,Lee Turberville,,,,,,,,,,,,,,,,
B000269,Cyrus Beales,B000269,401263,544,Cyrus William Beales,Q5201163,kg:/m/0fzh9q,Cyrus,Beales,1877-12-16,M,9122,William,,,,,,,,,,,,,,,,
B000270,James Beall,B000270,401264,545,James Andrew Beall,Q1679952,kg:/m/03b_h06,James,Beall,1866-10-25,M,9124,Andrew,Jack,,,,,,,,,,,,,,,
B000271,James Beall,B000271,401265,546,James Glenn Beall,Q435110,kg:/m/05f_gr,James,Beall,1894-06-05,M,9126,Glenn,,,,,,,,,,,,,,,,
B000272,John Beall,B000272,401266,12002,J. Glenn Beall Jr.,Q325914,kg:/m/05f_9c,John,Beall,19/06/1927,M,9128,Glenn,,,Jr.,,,,1278,,,,,,,,,
B000273,Reasin Beall,B000273,401267,547,Reasin Beall,Q7301472,kg:/m/0by49y,Reasin,Beall,1769-12-03,M,9129,,,,,,,,,,,,,,,,,
B000274,Harry Beam,B000274,401268,548,Harry P. Beam,Q5671414,kg:/m/02rk9vv,Harry,Beam,1892-11-23,M,9130,Peter,,,,,,,,,,,,,,,,
B000275,Fernando Beaman,B000275,401269,549,Fernando C. Beaman,Q1406612,kg:/m/03yrr7,Fernando,Beaman,1814-06-28,M,9131,Cortez,,,,,,,,,,,,,,,,
B000276,John Beamer,B000276,401270,550,John V. Beamer,Q1701988,kg:/m/02rkg_4,John,Beamer,1896-11-17,M,9133,Valentine,,,,,,,,,,,,,,,,
B000277,Benning Bean,B000277,401271,551,Benning M. Bean,Q817891,kg:/m/02rhct3,Benning,Bean,1782-01-09,M,9134,Moulton,,,,,,,,,,,,,,,,
B000278,Curtis Bean,B000278,401272,,Curtis Coe Bean,Q1145545,kg:/m/02rhdxj,Curtis,Bean,1828-01-04,M,9135,Coe,,,,,,,,,,,,,,,,
B000279,Edward Beard,B000279,401273,14204,Edward Beard,Q1291674,kg:/m/02rhfhs,Edward,Beard,20/01/1940,M,9137,Peter,,,,,,,68,,,,,,,,,
B000280,Robin Beard,B000280,401274,14004,Robin Beard,Q963419,kg:/m/03z10z,Robin,Beard,21/08/1939,M,9139,Leo,,,Jr.,,,,69,,,,,,,,,
B000281,Samuel Beardsley,B000281,401275,553,Samuel Beardsley,Q2688849,kg:/m/0dgxdf,Samuel,Beardsley,1790-02-06,M,9140,,,,,,,,,,,,,,,,,
B000282,John Beatty,B000282,401276,554,John Beatty (Continental Congress),Q1413402,kg:/m/033lbp,John,Beatty,1749-12-10,M,9141,,,,,,,,,,,,,,,,,
B000283,John Beatty,B000283,401277,555,John Beatty (Ohio banker),Q6221266,kg:/m/033lcd,John,Beatty,1828-12-16,M,9142,,,,,,,,,,,,,,,,,
B000284,William Beatty,B000284,401278,556,William Beatty (Pennsylvania politician),Q8005274,kg:/m/0277ffd,William,Beatty,,M,9143,,,,,,,,,,,,,,,,,
B000285,Martin Beaty,B000285,401279,557,Martin Beaty,Q1903393,kg:/m/02rjq1x,Martin,Beaty,1784-10-08,M,9144,,,,,,,,,,,,,,,,,
B000286,Andrew Beaumont,B000286,401280,558,Andrew Beaumont,Q4756307,kg:/m/027bpdj,Andrew,Beaumont,1790-01-24,M,9145,,,,,,,,,,,,,,,,,
B000287,Xavier Becerra,B000287,400021,29316,Xavier Becerra,Q1855840,kg:/m/024trk,Xavier,Becerra,26/01/1958,M,9147,,,Xavier Becerra,,,,,70,26567,26754,,Xavier Becerra,N00009774,"[""H2CA30143""]",142,,
B000288,Erasmus Beck,B000288,401281,559,Erasmus W. Beck,Q1348094,kg:/m/02rk0td,Erasmus,Beck,1833-10-21,M,9148,Williams,,,,,,,,,,,,,,,,
B000289,James Beck,B000289,401282,560,James B. Beck,Q1679975,kg:/m/0b_3_4,James,Beck,1822-02-13,M,9150,Burnie,,,,,,,,,,,,,,,,
B000290,James Beck,B000290,401283,561,James M. Beck,Q1680729,kg:/m/01vy42,James,Beck,1861-07-09,M,9152,Montgomery,,,,,,,,,,,,,,,,
B000291,Joseph Beck,B000291,401284,562,Joseph D. Beck,Q1460980,kg:/m/0278p7d,Joseph,Beck,1866-03-14,M,9153,David,,,,,,,,,,,,,,,,
B000292,Frank Becker,B000292,401285,563,Frank J. Becker,Q1443482,kg:/m/0kswp3,Frank,Becker,1899-08-27,M,9155,John,,,,,,,,,,,,,,,,
B000293,John Beckham,B000293,401286,564,J. C. W. Beckham,Q741918,kg:/m/066bhw,John,Beckham,1869-08-05,M,,Crepps Wickliffe,,,,,,,,,,,,,,,,
B000294,William Beckner,B000294,401287,565,William M. Beckner,Q1343884,kg:/m/02rj_t2,William,Beckner,1841-06-19,M,9157,Morgan,,,,,,,,,,,,,,,,
B000295,Charles Beckwith,B000295,401288,566,Charles D. Beckwith,Q1064015,kg:/m/02x3c87,Charles,Beckwith,1838-10-22,M,9158,Dyer,,,,,,,,,,,,,,,,
B000296,Lindley Beckworth,B000296,401289,567,Lindley Beckworth,Q1517696,kg:/m/03b_hb5,Lindley,Beckworth,30/06/1913,M,9159,Garrison,,,Sr.,,,,,,,,,,,,,
B000297,James Bede,B000297,401290,568,James Bede,Q1680023,kg:/m/0262bf2,James,Bede,1856-01-13,M,9160,Adam,,,,,,,,,,,,,,,,
B000298,Berkley Bedell,B000298,401291,14205,Berkley Bedell,Q462008,kg:/m/02rk746,Berkley,Bedell,05/03/1921,M,9162,Warren,,,,,,,71,,,,,,,,,
B000301,George Bedinger,B000301,401294,571,George M. Bedinger,Q1507809,kg:/m/02rhgnk,George,Bedinger,1756-12-10,M,9165,Michael,,,,,,,,,,,,,,,,
B000302,Henry Bedinger,B000302,401295,572,Henry Bedinger,Q1294395,kg:/m/0284c1f,Henry,Bedinger,1812-02-03,M,9166,,,,,,,,,,,,,,,,,
B000303,Carlos Bee,B000303,401296,573,Carlos Bee,Q1042735,kg:/m/02rvb1t,Carlos,Bee,1867-07-08,M,9168,,,,,,,,,,,,,,,,,
B000305,George Beebe,B000305,401298,575,George M. Beebe,Q1507808,kg:/m/02rkpnh,George,Beebe,1836-10-28,M,9170,Monroe,,,,,,,,,,,,,,,,
B000306,Philemon Beecher,B000306,401299,576,Philemon Beecher,Q7183010,kg:/m/0db4bd,Philemon,Beecher,,M,9171,,,,,,,,,,,,,,,,,
B000307,Carroll Beedy,B000307,401300,577,Carroll L. Beedy,Q670436,kg:/m/08spq7,Carroll,Beedy,1880-08-03,M,9173,Lynwood,,,,,,,,,,,,,,,,
B000308,Thomas Beekman,B000308,412013,578,Thomas Beekman,Q7787533,kg:/m/02rkw_4,Thomas,Beekman,,M,9174,,,,,,,,,,,,,,,,,
B000309,Joseph Beeman,B000309,401301,579,Joseph H. Beeman,Q291188,kg:/m/02rv9t5,Joseph,Beeman,1833-11-17,M,9175,Henry,,,,,,,,,,,,,,,,
B000310,Ralph Beermann,B000310,401302,10504,Ralph F. Beermann,Q2129592,kg:/m/0b4l3h,Ralph,Beermann,13/08/1912,M,9177,Frederick,,,,,,,,,,,,,,,,
B000311,Cyrus Beers,B000311,401303,580,Cyrus Beers,Q5201072,kg:/m/02rknff,Cyrus,Beers,1786-06-21,M,9178,,,,,,,,,,,,,,,,,
B000312,Edward Beers,B000312,401304,581,Edward M. Beers,Q5344247,kg:/m/0flfwx,Edward,Beers,1877-05-27,M,9179,McMath,,,,,,,,,,,,,,,,
B000313,Henry Beeson,B000313,401305,582,Henry White Beeson,Q5730065,kg:/m/026tvcq,Henry,Beeson,1791-09-14,M,9180,White,,,,,,,,,,,,,,,,
B000314,James Begg,B000314,401306,583,James T. Begg,Q6143908,kg:/m/02rm1gy,James,Begg,1877-02-16,M,9181,Thomas,,,,,,,,,,,,,,,,
B000315,Nicholas Begich,B000315,401307,13006,Nick Begich,Q1619015,kg:/m/039bd_,Nicholas,Begich,06/04/1932,M,9183,Joseph,,,,,,,,,,,,,,,,
B000316,Josiah Begole,B000316,401308,584,Josiah Begole,Q373118,kg:/m/03nnrx,Josiah,Begole,1815-01-20,M,9184,Williams,,,,,,,,,,,,,,,,
B000317,Jacob Beidler,B000317,401309,585,Jacob A. Beidler,Q1677405,kg:/m/02rm16p,Jacob,Beidler,1852-11-02,M,9186,Atlee,,,,,,,,,,,,,,,,
B000318,Anthony Beilenson,B000318,401310,14405,Anthony Beilenson,Q572941,kg:/m/09lyy9,Anthony,Beilenson,26/10/1932,M,9188,Charles,,,,,,,72,,,,,,,,,
B000319,Andrew Beirne,B000319,401311,586,Andrew Beirne,Q503688,kg:/m/0krr7x,Andrew,Beirne,,M,9189,,,,,,,,,,,,,,,,,
B000320,Alfred Beiter,B000320,401312,587,Alfred F. Beiter,Q4722656,kg:/m/0ddkft,Alfred,Beiter,1894-07-07,M,9190,Florian,,,,,,,,,,,,,,,,
B000321,Hiram Belcher,B000321,401313,588,Hiram Belcher,Q1620114,kg:/m/02x63c0,Hiram,Belcher,1790-02-23,M,9191,,,,,,,,,,,,,,,,,
B000322,Nathan Belcher,B000322,401314,589,Nathan Belcher,Q1768331,kg:/m/02q1h89,Nathan,Belcher,1813-06-23,M,9192,,,,,,,,,,,,,,,,,
B000323,Page Belcher,B000323,401315,590,Page Belcher,Q2046154,kg:/m/02q8163,Page,Belcher,1899-04-21,M,9194,Henry,,,,,,,,,,,,,,,,
B000324,George Belden,B000324,401316,591,George O. Belden,Q1153271,kg:/m/02rkppj,George,Belden,1797-03-28,M,9195,Ogilvie,,,,,,,,,,,,,,,,
B000325,James Belden,B000325,401317,592,James J. Belden,Q6136633,kg:/m/02rkr6q,James,Belden,1825-09-30,M,9197,Jerome,,,,,,,,,,,,,,,,
B000326,James Belford,B000326,401318,593,James B. Belford,Q1679973,kg:/m/02rhj30,James,Belford,1837-09-28,M,9198,Burns,,,,,,,,,,,,,,,,
B000327,Joseph Belford,B000327,401319,594,Joseph M. Belford,Q129751,kg:/m/0271ndm,Joseph,Belford,1852-08-05,M,9199,McCrum,,,,,,,,,,,,,,,,
B000328,Charles Belknap,B000328,401320,595,Charles E. Belknap,Q1064198,kg:/m/03z0_j,Charles,Belknap,1846-10-17,M,9201,Eugene,,,,,,,,,,,,,,,,
B000329,Hugh Belknap,B000329,401321,596,Hugh R. Belknap,Q4476061,kg:/m/02rk9_n,Hugh,Belknap,1860-09-01,M,9202,Reid,,,,,,,,,,,,,,,,
B000330,Alphonzo Bell,B000330,401322,10505,Alphonzo E. Bell Jr.,Q120699,kg:/m/0b_468,Alphonzo,Bell,19/09/1914,M,9204,,,,,,,,73,,,,,,,,,
